"created_at","screen_name","text"
2020-02-20 04:05:56,"JoeBiden","Michael Bloomberg has dedicated his life to Michael Bloomberg.

And as Mayor, he stood by the side of Donald Trump.

Donald Trump is no doubt, thrilled to have his support. https://t.co/kPpg8G1CON"
2020-02-20 04:03:40,"JoeBiden","I’ve been knocked down a whole hell of a lot. But I know how to get back up. We have to get up and provide safety and security for the American people. #DemDebate"
2020-02-20 03:54:34,"JoeBiden","#TeamJoe is out here proud and cheering on Joe in San Antonio! #Biden2020 #DemDebate2020 https://t.co/1gZjOBgCbu"
2020-02-20 03:54:03,"JoeBiden","I know a lot of folks want to write our campaign off right now, but tonight is showing that we're just getting started. We need your help to make the most of tonight's debate.

Chip in to keep our momentum going: https://t.co/A70UZ0ny55"
2020-02-20 03:26:49,"JoeBiden","Whether you’re in the Oval Office or on our party’s debate stage: racial profiling is wrong. Period. #DemDebate https://t.co/eeBqyEU9LB"
2020-02-20 03:15:00,"JoeBiden","You can sue tobacco companies. 

You can sue pharmaceutical companies.

The only companies you can’t sue are gun manufacturers because of a law Bernie Sanders voted for. #DemDebate"
2020-02-20 03:07:00,"JoeBiden","I visited the Techren solar facility. Let me tell you: Nevada gets it. Solar facilities like this one are powering our transition to clean energy and creating jobs in the process. We've got to transition to a clean energy economy. #DemDebate https://t.co/Go3jYCqz1f"
2020-02-20 02:41:32,"JoeBiden","@JoeBiden Without Obamacare I would have been uninsured for the last 3 years. I can’t imagine paying for the 10+ hospitalizations and 3 surgeries I’ve endured in that time, without Obamacare. 

Thank you, Joe.
#Biden2020 #TeamJoe"
2020-02-20 02:36:00,"JoeBiden","Let’s not forget — @JoeBiden has helped pass major, history-making health care legislation. Obamacare was, and still is, a B.F.D. #DemDebate https://t.co/zrUZ3Lkpop"
2020-02-20 02:35:27,"JoeBiden","When Michael Bloomberg says he reduced Stop and Frisk by 95%, he’s right. 

… if you start counting after the 605% increase in its use that he oversaw.

He only cut it back when a federal judge made it clear she was going to rule it unconstitutional. https://t.co/oAr8UACOdZ"
2020-02-20 02:31:16,"JoeBiden","Obamacare was and is a big deal. The law:

- Covered 20 million additional Americans
- Protects over 100 million with pre-existing conditions
- Allows young people to stay on their parents’ plans until age 26

Mike Bloomberg calls that “a disgrace.” I call it progress. #DemDebate https://t.co/2uFOJf2kBd"
2020-02-20 02:29:24,"JoeBiden","Lots of people on stage talked about health care tonight. I’m the only one who’s gotten anything done. #DemDebate"
2020-02-20 02:13:45,"JoeBiden","At the height of Michael Bloomberg’s Stop-and-Frisk program:

- 685,724 people were stopped
- Nearly 80% were black or latino
- Nearly 90% were innocent.

He defended it as recently as this year. Who does he think he’s fooling? #DemDebate https://t.co/vKuRvwVjrw"
2020-02-20 02:11:42,"JoeBiden","NBC did a poll the other day. Who did it say the best person to beat Donald Trump was? 

Me. #DemDebate https://t.co/ob9loLxxD5"
2020-02-20 00:55:00,"JoeBiden","The stakes of this election couldn’t be higher — we have to beat Donald Trump, and we only get one chance to do it. Poll after poll shows I’m the best candidate to get the job done. https://t.co/EKWyeQAsoR"
2020-02-19 23:45:00,"JoeBiden","""In important things like flying or the running of a nation, experience makes the difference between success and failure."" — Captain ""Sully"" Sullenberger

The White House is no place for on-the-job training. We need a president who will be ready on day one. https://t.co/IF17cwXud9"
2020-02-19 22:05:00,"JoeBiden","I've taken on the @NRA and beaten them — twice. And I'll do it again as president because everyone should need to pass a background check to buy a gun. https://t.co/Ti2iuhC1Hx"
2020-02-19 19:09:50,"JoeBiden","I don’t endorse Republicans. https://t.co/uQMjLdxHA3"
2020-02-19 16:56:07,"JoeBiden","Welcome to the debates, Mike. We have a lot to catch up on about Barack Obama’s record. https://t.co/bMYPLYwnfQ"
2020-02-19 15:01:00,"JoeBiden","I know that these past few years have felt like a constant crisis. But this moment is more than a crisis — it’s also an extraordinary opportunity. It’s a chance for us to come back together as a nation to reassert the values that define us as Americans."
2020-02-19 01:20:00,"JoeBiden","Let's be clear: Weapons of war have no place in our communities.

That's why I took on the @NRA and passed a 10-year ban on assault weapons and high-capacity magazines — and I'll do it again as president. https://t.co/hMQvuuXtNv"
2020-02-19 00:20:00,"JoeBiden","With just four days until the Nevada caucuses, there’s no time to waste. We need your help to make our final case to voters across the state. Every donation makes a big difference during this critical stretch.

Chip in to bring us across the finish line: https://t.co/9dgAOwWnZo"
2020-02-18 23:10:50,"JoeBiden","Let’s be clear: Transgender equality is the civil rights issue of our time. There is no room for compromise when it comes to basic human rights."
2020-02-18 22:22:00,"JoeBiden","The abuse of power is the defining characteristic of Donald Trump’s presidency — and Attorney General William Barr has helped facilitate it. He should resign immediately. https://t.co/FEaNfL3ZIB"
2020-02-18 20:54:31,"JoeBiden","North Carolina's voter ID law was never designed to protect the sacred right to vote. It was designed to prevent people of color from voting.

I applaud today's ruling, but our fight to make it easier for all Americans to vote is far from over. https://t.co/1nHkwQGgND"
2020-02-18 19:45:00,"JoeBiden","Today is the last day to early vote, Nevada! Confirm your polling location at https://t.co/bBA5wBFmh3 and head to the polls to make your voice heard. https://t.co/E3iKrRiy9C"
2020-02-18 18:58:00,"JoeBiden","President Obama asked me to oversee the Recovery Act, which saved our economy from a depression. I secured the 3 Republicans we needed to vote for it—and ran the program with almost no waste. We didn’t inherit a growing economy—we worked for it. That's what I'll do as President. https://t.co/U8eDUZKywk"
2020-02-18 16:50:00,"JoeBiden","We are in a battle for the soul of this nation. Donald Trump: 

- Fans the flames of hate and emboldens white supremacists
- Embraces dictators
- Rips children from their parents' arms
- Spouts racist lies about immigrants

We have to get him out of the White House."
2020-02-18 14:00:00,"JoeBiden","Faith is what has gotten me through difficult times in my life. It provides hope, purpose, and strength. And it is what gives me the reason to believe that our nation's best days still lie ahead. https://t.co/DM7g95aV8k"
